panel,mode,species,family,gene_id,name,chrom,start,end,strand,is_goi
connexin_GJC1_cross_species,cross_species,Cricetulus griseus — GJC1,connexin,gene-Adam11,Adam11,NC_048600.1,115349412,115364826,-,no
connexin_GJC1_cross_species,cross_species,Cricetulus griseus — GJC1,connexin,gene-Ccdc43,Ccdc43,NC_048600.1,115413425,115425794,+,no
connexin_GJC1_cross_species,cross_species,Cricetulus griseus — GJC1,connexin,gene-Meioc,Meioc,NC_048600.1,115429671,115447593,-,no
connexin_GJC1_cross_species,cross_species,Cricetulus griseus — GJC1,connexin,gene-Fzd2,Fzd2,NC_048600.1,115503192,115506900,-,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-NSF,NSF,NC_052558.1,776759,833462,-,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-MEIOC,MEIOC,NC_052558.1,837196,853388,+,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-CCDC43,CCDC43,NC_052558.1,853032,861994,-,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-DBF4B,DBF4B,NC_052558.1,862078,872262,+,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-ADAM11,ADAM11,NC_052558.1,872761,883682,+,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-MIR12254,MIR12254,NC_052558.1,879288,879351,+,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-GJC3,GJC3,NC_052558.1,890768,903741,-,yes
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-EFTUD2,EFTUD2,NC_052558.1,905157,920799,-,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-CCDC103,CCDC103,NC_052558.1,920911,924769,+,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-LOC121107698,LOC121107698,NC_052558.1,922894,924271,-,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-FAM187A,FAM187A,NC_052558.1,924881,928072,+,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-GFAP,GFAP,NC_052558.1,928163,932698,-,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-KIF18B,KIF18B,NC_052558.1,933707,941602,-,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-C1QL1,C1QL1,NC_052558.1,942292,946951,-,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-DCAKD,DCAKD,NC_052558.1,949818,959290,-,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-NMT1,NMT1,NC_052558.1,959512,969505,+,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-LOC121107701,LOC121107701,NC_052558.1,960282,960863,-,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-PLCD3,PLCD3,NC_052558.1,970283,982194,-,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-ACBD4,ACBD4,NC_052558.1,980760,992800,+,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-HEXIM1,HEXIM1,NC_052558.1,987195,988396,+,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-LOC121107700,LOC121107700,NC_052558.1,988997,992194,-,no
connexin_GJC1_cross_species,cross_species,Gallus gallus — GJC1,connexin,gene-MYLKSML,MYLKSML,NC_052558.1,994928,999144,+,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-CDC6,CDC6,NC_000017.11,40287879,40304657,+,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-RARA,RARA,NC_000017.11,40309180,40357643,+,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-LOC105371934,LOC105371934,NC_000017.11,40315193,40322524,-,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-RARA-AS1,RARA-AS1,NC_000017.11,40340867,40343136,-,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-GJD3,GJD3,NC_000017.11,40360652,40364737,-,yes
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-GJD3-AS1,GJD3-AS1,NC_000017.11,40362845,40365435,+,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-TOP2A,TOP2A,NC_000017.11,40388525,40417896,-,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-IGFBP4,IGFBP4,NC_000017.11,40443450,40457725,+,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-TNS4,TNS4,NC_000017.11,40475834,40501623,-,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-DBF4B,DBF4B,NC_000017.11,44708665,44752264,+,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-LOC107985044,LOC107985044,NC_000017.11,44734093,44740907,-,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-ADAM11,ADAM11,NC_000017.11,44758988,44781846,+,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-GJC1,GJC1,NC_000017.11,44794104,44831364,-,yes
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-HIGD1B,HIGD1B,NC_000017.11,44844860,44850476,+,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-EFTUD2,EFTUD2,NC_000017.11,44849948,44899445,-,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-DNAAF19,DNAAF19,NC_000017.11,44899729,44905390,+,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-GFAP,GFAP,NC_000017.11,44903159,44915500,-,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-FAM187A,FAM187A,NC_000017.11,44903433,44905390,+,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-LOC105371793,LOC105371793,NC_000017.11,44918719,44924797,+,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-KIF18B,KIF18B,NC_000017.11,44924711,44947773,-,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-MIR6783,MIR6783,NC_000017.11,44934618,44934681,-,no
connexin_GJC1_cross_species,cross_species,Homo sapiens — GJC1,connexin,gene-C1QL1,C1QL1,NC_000017.11,44959693,44968303,-,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-Dcakd,Dcakd,NW_024429191.1,79578770,79606151,+,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-LOC110340856,LOC110340856,NW_024429191.1,79632224,79651135,-,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-C1ql1,C1ql1,NW_024429191.1,79651379,79658620,+,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-Kif18b,Kif18b,NW_024429191.1,79669113,79688560,+,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-LOC121141188,LOC121141188,NW_024429191.1,79688800,79695190,-,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-LOC101822922,LOC101822922,NW_024429191.1,79696640,79705528,+,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-Fam187a,Fam187a,NW_024429191.1,79706154,79708530,-,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-Ccdc103,Ccdc103,NW_024429191.1,79708573,79711640,-,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-Eftud2,Eftud2,NW_024429191.1,79711841,79751379,+,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-Higd1b,Higd1b,NW_024429191.1,79751803,79754103,-,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-Gjc1,Gjc1,NW_024429191.1,79768402,79792121,+,yes
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-Adam11,Adam11,NW_024429191.1,79819070,79836713,-,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-LOC121141523,LOC121141523,NW_024429191.1,79850119,79853098,+,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-Ccdc43,Ccdc43,NW_024429191.1,79882725,79894347,+,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-Meioc,Meioc,NW_024429191.1,79896741,79915856,-,no
connexin_GJC1_cross_species,cross_species,Mesocricetus auratus — GJC1,connexin,gene-Fzd2,Fzd2,NW_024429191.1,79970989,79974624,-,no
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-DCAKD,DCAKD,NC_010454.4,18337654,18363717,+,no
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-C1QL1,C1QL1,NC_010454.4,18410191,18416758,+,no
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-KIF18B,KIF18B,NC_010454.4,18426828,18448214,+,no
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-GFAP,GFAP,NC_010454.4,18456268,18466594,+,no
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-LOC102165039,LOC102165039,NC_010454.4,18467623,18468939,-,no
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-CCDC103,CCDC103,NC_010454.4,18469705,18474316,-,no
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-EFTUD2,EFTUD2,NC_010454.4,18474367,18514993,+,no
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-HIGD1B,HIGD1B,NC_010454.4,18515433,18523152,-,no
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-GJC1,GJC1,NC_010454.4,18526060,18560221,+,yes
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-ADAM11,ADAM11,NC_010454.4,18575716,18597415,-,no
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-DBF4B,DBF4B,NC_010454.4,18602218,18640216,-,no
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-CCDC43,CCDC43,NC_010454.4,18640229,18649731,+,no
connexin_GJC1_cross_species,cross_species,Sus scrofa — GJC1,connexin,gene-MEIOC,MEIOC,NC_010454.4,18652582,18663227,-,no
connexin_GJD2_cross_species,cross_species,Bos taurus — GJD2,connexin,gene-RCAN1,RCAN1,NC_037328.1,882105,1002231,+,no
connexin_GJD2_cross_species,cross_species,Bos taurus — GJD2,connexin,gene-LOC132345447,LOC132345447,NC_037328.1,915557,957120,+,no
connexin_GJD2_cross_species,cross_species,Bos taurus — GJD2,connexin,gene-KCNE1,KCNE1,NC_037328.1,1040523,1047096,+,no
connexin_GJD2_cross_species,cross_species,Bos taurus — GJD2,connexin,gene-LOC101904627,LOC101904627,NC_037328.1,1061265,1061597,+,no
connexin_GJD2_cross_species,cross_species,Bos taurus — GJD2,connexin,gene-SMIM34,SMIM34,NC_037328.1,1074576,1078030,+,no
connexin_GJD2_cross_species,cross_species,Bos taurus — GJD2,connexin,gene-C21orf140,C21orf140,NC_037328.1,1096408,1101672,-,no
connexin_GJD2_cross_species,cross_species,Bos taurus — GJD2,connexin,gene-SMIM11,SMIM11,NC_037328.1,1102879,1118312,-,no
connexin_GJD2_cross_species,cross_species,Bos taurus — GJD2,connexin,gene-KCNE2,KCNE2,NC_037328.1,1123941,1131748,-,yes
connexin_GJD2_cross_species,cross_species,Bos taurus — GJD2,connexin,gene-LOC112447088,LOC112447088,NC_037328.1,1239100,1241373,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-LINC01409,LINC01409,NC_000001.11,778798,810065,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-LOC124903817,LOC124903817,NC_000001.11,791598,799081,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-FAM87B,FAM87B,NC_000001.11,817371,819834,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-LINC00115,LINC00115,NC_000001.11,826206,827522,-,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-LINC01128,LINC01128,NC_000001.11,827591,859446,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-LOC107984850,LOC107984850,NC_000001.11,860182,868202,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-FAM41C,FAM41C,NC_000001.11,868071,876802,-,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-LOC284600,LOC284600,NC_000001.11,904811,921019,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-LINC02593,LINC02593,NC_000001.11,916818,919692,-,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-LOC107985728,LOC107985728,NC_000001.11,920243,925604,-,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-SAMD11,SAMD11,NC_000001.11,923923,944574,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-NOC2L,NOC2L,NC_000001.11,944203,959256,-,yes
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-KLHL17,KLHL17,NC_000001.11,960584,965719,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-PLEKHN1,PLEKHN1,NC_000001.11,966482,975865,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-PERM1,PERM1,NC_000001.11,975198,982093,-,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-HES4,HES4,NC_000001.11,998964,1000097,-,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-ISG15,ISG15,NC_000001.11,1013497,1014540,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-AGRN,AGRN,NC_000001.11,1020120,1056116,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-LOC100288175,LOC100288175,NC_000001.11,1059734,1066453,+,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-LOC105378948,LOC105378948,NC_000001.11,1065635,1069337,-,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-RNF223,RNF223,NC_000001.11,1070967,1074306,-,no
connexin_GJD2_cross_species,cross_species,Homo sapiens — GJD2,connexin,gene-C1orf159,C1orf159,NC_000001.11,1081823,1116089,-,no
connexin_GJD4_cross_species,cross_species,Homo sapiens — GJD4,connexin,gene-CCNY,CCNY,NC_000010.11,35247025,35572667,+,no
connexin_GJD4_cross_species,cross_species,Homo sapiens — GJD4,connexin,gene-LOC124902410,LOC124902410,NC_000010.11,35443411,35446988,-,no
connexin_GJD4_cross_species,cross_species,Homo sapiens — GJD4,connexin,gene-LOC107984221,LOC107984221,NC_000010.11,35581447,35586346,+,no
connexin_GJD4_cross_species,cross_species,Homo sapiens — GJD4,connexin,gene-GJD4-AS1,GJD4-AS1,NC_000010.11,35604562,35608193,-,no
connexin_GJD4_cross_species,cross_species,Homo sapiens — GJD4,connexin,gene-GJD4,GJD4,NC_000010.11,35605341,35608935,+,yes
connexin_GJD4_cross_species,cross_species,Homo sapiens — GJD4,connexin,gene-FZD8,FZD8,NC_000010.11,35638247,35642296,-,no
connexin_GJD4_cross_species,cross_species,Homo sapiens — GJD4,connexin,gene-MIR4683,MIR4683,NC_000010.11,35641172,35641252,-,no
connexin_GJD4_cross_species,cross_species,Homo sapiens — GJD4,connexin,gene-LOC124902528,LOC124902528,NC_000010.11,35641728,35642846,-,no
connexin_GJD4_cross_species,cross_species,Homo sapiens — GJD4,connexin,gene-LOC105376494,LOC105376494,NC_000010.11,35643315,35647828,+,no
connexin_GJD4_cross_species,cross_species,Homo sapiens — GJD4,connexin,gene-LOC124902411,LOC124902411,NC_000010.11,35657153,35666121,+,no
connexin_GJD4_cross_species,cross_species,Homo sapiens — GJD4,connexin,gene-LOC107984188,LOC107984188,NC_000010.11,35714124,35727386,+,no
connexin_GJD4_cross_species,cross_species,Homo sapiens — GJD4,connexin,gene-PCAT5,PCAT5,NC_000010.11,35778302,35800920,+,no
connexin_GJD4_cross_species,cross_species,Macaca fascicularis — GJD4,connexin,gene-CCNY,CCNY,NC_088383.1,36115710,36339284,+,no
connexin_GJD4_cross_species,cross_species,Macaca fascicularis — GJD4,connexin,gene-GJD4,GJD4,NC_088383.1,36373830,36377755,+,yes
connexin_GJD4_cross_species,cross_species,Macaca fascicularis — GJD4,connexin,gene-FZD8,FZD8,NC_088383.1,36411643,36415317,-,no
connexin_Gja1_cross_species,cross_species,Mus musculus — Gja1,connexin,gene-Tbc1d32,Tbc1d32,NC_000076.7,55890389,56106495,-,no
connexin_Gja1_cross_species,cross_species,Mus musculus — Gja1,connexin,gene-Gja1,Gja1,NC_000076.7,56253297,56266519,+,yes
connexin_Gja1_cross_species,cross_species,Mus musculus — Gja1,connexin,gene-Gm36460,Gm36460,NC_000076.7,56271137,56275537,+,no
connexin_Gja1_cross_species,cross_species,Mus musculus — Gja1,connexin,gene-Gm36517,Gm36517,NC_000076.7,56293435,56294179,-,no
connexin_Gja1_cross_species,cross_species,Mus musculus — Gja1,connexin,gene-Gm36595,Gm36595,NC_000076.7,56308077,56352063,+,no
connexin_Gja1_cross_species,cross_species,Rattus norvegicus — Gja1,connexin,gene-Tbc1d32,Tbc1d32,NC_086038.1,35902281,36133161,-,no
connexin_Gja1_cross_species,cross_species,Rattus norvegicus — Gja1,connexin,gene-Gja1,Gja1,NC_086038.1,36302490,36315010,+,yes
connexin_Gja1_cross_species,cross_species,Rattus norvegicus — Gja1,connexin,gene-LOC108349074,LOC108349074,NC_086038.1,36385522,36433477,-,no
connexin_Gja3_cross_species,cross_species,Mus musculus — Gja3,connexin,gene-Zmym2,Zmym2,NC_000080.7,57123986,57199815,+,no
connexin_Gja3_cross_species,cross_species,Mus musculus — Gja3,connexin,gene-Gm36789,Gm36789,NC_000080.7,57238620,57242421,+,no
connexin_Gja3_cross_species,cross_species,Mus musculus — Gja3,connexin,gene-B020004C17Rik,B020004C17Rik,NC_000080.7,57252591,57256439,+,no
connexin_Gja3_cross_species,cross_species,Mus musculus — Gja3,connexin,gene-Gja3,Gja3,NC_000080.7,57271917,57295487,-,yes
connexin_Gja3_cross_species,cross_species,Mus musculus — Gja3,connexin,gene-Gjb2,Gjb2,NC_000080.7,57336059,57342159,-,no
connexin_Gja3_cross_species,cross_species,Mus musculus — Gja3,connexin,gene-Gm32912,Gm32912,NC_000080.7,57342302,57351651,+,no
connexin_Gja3_cross_species,cross_species,Mus musculus — Gja3,connexin,gene-Gm4491,Gm4491,NC_000080.7,57349956,57354086,-,no
connexin_Gja3_cross_species,cross_species,Mus musculus — Gja3,connexin,gene-Gjb6,Gjb6,NC_000080.7,57360760,57370764,-,no
connexin_Gja3_cross_species,cross_species,Rattus norvegicus — Gja3,connexin,gene-Trnaa-agc64,Trnaa-agc64,NC_086033.1,35120764,35120836,+,no
connexin_Gja3_cross_species,cross_species,Rattus norvegicus — Gja3,connexin,gene-Zmym2,Zmym2,NC_086033.1,35151356,35224528,+,no
connexin_Gja3_cross_species,cross_species,Rattus norvegicus — Gja3,connexin,gene-Gja3,Gja3,NC_086033.1,35296946,35322405,-,yes
connexin_Gja3_cross_species,cross_species,Rattus norvegicus — Gja3,connexin,gene-LOC102549747,LOC102549747,NC_086033.1,35329063,35335982,-,no
connexin_Gja3_cross_species,cross_species,Rattus norvegicus — Gja3,connexin,gene-Gjb2,Gjb2,NC_086033.1,35375977,35393817,-,no
connexin_Gja3_cross_species,cross_species,Rattus norvegicus — Gja3,connexin,gene-Gjb6,Gjb6,NC_086033.1,35400147,35410649,-,no
connexin_Gja3_cross_species,cross_species,Rattus norvegicus — Gja3,connexin,gene-Rpl23al4,Rpl23al4,NC_086033.1,35417549,35418550,+,no
connexin_Gja3_cross_species,cross_species,Rattus norvegicus — Gja3,connexin,gene-LOC134482123,LOC134482123,NC_086033.1,35430413,35431590,+,no
connexin_Gja4_cross_species,cross_species,Mus musculus — Gja4,connexin,gene-Dlgap3,Dlgap3,NC_000070.7,127062090,127130815,+,no
connexin_Gja4_cross_species,cross_species,Mus musculus — Gja4,connexin,gene-Gm52707,Gm52707,NC_000070.7,127118463,127127332,-,no
connexin_Gja4_cross_species,cross_species,Mus musculus — Gja4,connexin,gene-Smim12,Smim12,NC_000070.7,127137577,127141602,+,no
connexin_Gja4_cross_species,cross_species,Mus musculus — Gja4,connexin,gene-Gm22221,Gm22221,NC_000070.7,127178524,127178626,-,no
connexin_Gja4_cross_species,cross_species,Mus musculus — Gja4,connexin,gene-Gja4,Gja4,NC_000070.7,127205213,127207832,-,yes
connexin_Gja4_cross_species,cross_species,Mus musculus — Gja4,connexin,gene-Gjb3,Gjb3,NC_000070.7,127219028,127224633,-,no
connexin_Gja4_cross_species,cross_species,Mus musculus — Gja4,connexin,gene-Gm40251,Gm40251,NC_000070.7,127223156,127237055,+,no
connexin_Gja4_cross_species,cross_species,Mus musculus — Gja4,connexin,gene-Gjb4,Gjb4,NC_000070.7,127234892,127247929,-,no
connexin_Gja4_cross_species,cross_species,Mus musculus — Gja4,connexin,gene-Gjb5,Gjb5,NC_000070.7,127248600,127251957,-,no
connexin_Gja4_cross_species,cross_species,Mus musculus — Gja4,connexin,gene-Gm40252,Gm40252,NC_000070.7,127310898,127318870,+,no
connexin_Gja4_cross_species,cross_species,Mus musculus — Gja4,connexin,gene-1700080G11Rik,1700080G11Rik,NC_000070.7,127368634,127370635,+,no
connexin_Gja4_cross_species,cross_species,Rattus norvegicus — Gja4,connexin,gene-LOC134486994,LOC134486994,NC_086023.1,144732517,144747429,-,no
connexin_Gja4_cross_species,cross_species,Rattus norvegicus — Gja4,connexin,gene-Dlgap3,Dlgap3,NC_086023.1,144776414,144847097,+,no
connexin_Gja4_cross_species,cross_species,Rattus norvegicus — Gja4,connexin,gene-Smim12,Smim12,NC_086023.1,144853887,144857746,+,no
connexin_Gja4_cross_species,cross_species,Rattus norvegicus — Gja4,connexin,gene-Rnu6-260,Rnu6-260,NC_086023.1,144895218,144895320,-,no
connexin_Gja4_cross_species,cross_species,Rattus norvegicus — Gja4,connexin,gene-Gja4,Gja4,NC_086023.1,144917791,144920324,-,yes
connexin_Gja4_cross_species,cross_species,Rattus norvegicus — Gja4,connexin,gene-Gjb3,Gjb3,NC_086023.1,144933692,144939435,-,no
connexin_Gja4_cross_species,cross_species,Rattus norvegicus — Gja4,connexin,gene-Gjb4,Gjb4,NC_086023.1,144948231,144964014,-,no
connexin_Gja4_cross_species,cross_species,Rattus norvegicus — Gja4,connexin,gene-Gjb5,Gjb5,NC_086023.1,144965133,144968051,-,no
connexin_Gja5_cross_species,cross_species,Mus musculus — Gja5,connexin,gene-Pdzk1,Pdzk1,NC_000069.7,96736772,96778242,+,no
connexin_Gja5_cross_species,cross_species,Mus musculus — Gja5,connexin,gene-Gpr89,Gpr89,NC_000069.7,96775630,96812662,-,no
connexin_Gja5_cross_species,cross_species,Mus musculus — Gja5,connexin,gene-Gja8,Gja8,NC_000069.7,96820882,96833367,-,no
connexin_Gja5_cross_species,cross_species,Mus musculus — Gja5,connexin,gene-Gja5,Gja5,NC_000069.7,96939718,96960950,+,yes
connexin_Gja5_cross_species,cross_species,Mus musculus — Gja5,connexin,gene-4930573H18Rik,4930573H18Rik,NC_000069.7,96953972,97000101,-,no
connexin_Gja5_cross_species,cross_species,Mus musculus — Gja5,connexin,gene-Gm31120,Gm31120,NC_000069.7,96981469,96983336,+,no
connexin_Gja5_cross_species,cross_species,Mus musculus — Gja5,connexin,gene-Gm31183,Gm31183,NC_000069.7,97008408,97010275,+,no
connexin_Gja5_cross_species,cross_species,Mus musculus — Gja5,connexin,gene-Gm24435,Gm24435,NC_000069.7,97047868,97047972,-,no
connexin_Gja5_cross_species,cross_species,Mus musculus — Gja5,connexin,gene-n-TEctc12,n-TEctc12,NC_000069.7,97065401,97065472,+,no
connexin_Gja5_cross_species,cross_species,Mus musculus — Gja5,connexin,gene-Acp6,Acp6,NC_000069.7,97066070,97083892,+,no
connexin_Gja5_cross_species,cross_species,Mus musculus — Gja5,connexin,gene-Bcl9,Bcl9,NC_000069.7,97110974,97205718,-,no
connexin_Gja5_cross_species,cross_species,Rattus norvegicus — Gja5,connexin,gene-Gpr89b,Gpr89b,NC_086020.1,187096970,187134391,-,no
connexin_Gja5_cross_species,cross_species,Rattus norvegicus — Gja5,connexin,gene-Gja8,Gja8,NC_086020.1,187179668,187181284,-,no
connexin_Gja5_cross_species,cross_species,Rattus norvegicus — Gja5,connexin,gene-Gja5,Gja5,NC_086020.1,187291227,187310770,+,yes
connexin_Gja5_cross_species,cross_species,Rattus norvegicus — Gja5,connexin,gene-LOC102553665,LOC102553665,NC_086020.1,187351131,187372690,+,no
connexin_Gja5_cross_species,cross_species,Rattus norvegicus — Gja5,connexin,gene-Acp6,Acp6,NC_086020.1,187400786,187421877,+,no
connexin_Gja5_cross_species,cross_species,Rattus norvegicus — Gja5,connexin,gene-Bcl9,Bcl9,NC_086020.1,187449425,187475241,-,no
connexin_Gja5_cross_species,cross_species,Rattus norvegicus — Gja5,connexin,gene-LOC120101047,LOC120101047,NC_086020.1,187464674,187473455,+,no
connexin_Gja6_cross_species,cross_species,Mus musculus — Gja6,connexin,gene-Ppef1,Ppef1,NC_000086.8,159404997,159534286,-,no
connexin_Gja6_cross_species,cross_species,Mus musculus — Gja6,connexin,gene-Rs1,Rs1,NC_000086.8,159548815,159584800,+,no
connexin_Gja6_cross_species,cross_species,Mus musculus — Gja6,connexin,gene-n-TVtac3,n-TVtac3,NC_000086.8,159549106,159549178,+,no
connexin_Gja6_cross_species,cross_species,Mus musculus — Gja6,connexin,gene-Cdkl5,Cdkl5,NC_000086.8,159567241,159777673,-,no
connexin_Gja6_cross_species,cross_species,Mus musculus — Gja6,connexin,gene-Gja6,Gja6,NC_000086.8,159685112,159690048,-,yes
connexin_Gja6_cross_species,cross_species,Mus musculus — Gja6,connexin,gene-Scml2,Scml2,NC_000086.8,159865521,160041214,+,no
connexin_Gja6_cross_species,cross_species,Rattus norvegicus — Gja6,connexin,gene-Scml2,Scml2,NC_086039.1,37331893,37486465,-,no
connexin_Gja6_cross_species,cross_species,Rattus norvegicus — Gja6,connexin,gene-Cdkl5,Cdkl5,NC_086039.1,37566320,37796766,+,no
connexin_Gja6_cross_species,cross_species,Rattus norvegicus — Gja6,connexin,gene-Gja6,Gja6,NC_086039.1,37649393,37654289,+,yes
connexin_Gja6_cross_species,cross_species,Rattus norvegicus — Gja6,connexin,gene-Rs1,Rs1,NC_086039.1,37771135,37800894,-,no
connexin_Gja6_cross_species,cross_species,Rattus norvegicus — Gja6,connexin,gene-Trnav-uac,Trnav-uac,NC_086039.1,37802961,37803033,-,no
