query,target,pident,alnlen,evalue,bits
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,29.9,116,3.003e-10,55.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,29.9,116,3.003e-10,55.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,33.0,99,3.977e-10,55.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,26.6,137,9.23e-10,54.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,28.9,119,9.23e-10,54.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Brachionus_calyciflorus|NTPY01000970.1_33584_34756|p3,25.6,142,2.834e-09,52.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Brachionus_calyciflorus|NTPY01000526.1_2301293_2302390|p4,26.0,137,3.752e-09,52.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Brachionus_koreanus|PJRA01000555.1_1340882_1341979|p2,25.6,137,8.698e-09,51.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Brachionus_manjavacas|JAHQIY010000020.1_863382_864479|p2,30.0,105,8.698e-09,51.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,25.5,137,1.151e-08,50.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,25.2,137,2.016e-08,49.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,27.9,111,6.178e-08,48.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Streblospio_benedicti|CM032666.1_10353645_10358349|p7,29.1,99,2.503e-07,46.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,28.9,99,3.311e-07,46.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,28.9,99,3.311e-07,46.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,27.9,104,4.38e-07,45.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Streblospio_benedicti|CM032660.1_23991495_23998058|p11,28.6,99,5.793e-07,45.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Streblospio_benedicti|CM032663.1_51675706_51690919|p8,28.4,100,5.793e-07,45.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Dryodora_glandiformis|JAUELJ010241728.1_537_1514|p5,26.5,107,2.344e-06,43.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Streblospio_benedicti|CM032666.1_530575_537250|p2,27.6,99,3.099e-06,42.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,24.4,123,3.099e-06,42.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Streblospio_benedicti|CM032661.1_36454555_36461623|p1,26.9,103,3.099e-06,42.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Brachionus_calyciflorus|NTPY01000529.1_56274_58710|p2,28.1,96,3.099e-06,42.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Abra_alba|OZ409525.1_47319987_47324644|p7,17.4,260,4.098e-06,42.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Acanthochitona_discrepans|CM108789.1_13668655_13669749|p2,20.0,182,5.419e-06,42.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Acanthochitona_discrepans|CM108789.1_13572118_13573209|p1,24.9,111,1.656e-05,40.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,26.4,100,1.656e-05,40.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Abra_segmentum|OZ251777.1_32509668_32513297|p8,17.1,260,2.19e-05,40.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Abra_alba|OZ409525.1_18330358_18348899|p2,21.3,149,2.19e-05,40.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Abra_segmentum|OZ251777.1_53450550_53469929|p1,21.3,149,2.19e-05,40.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Acanthocardia_echinata|OZ377328.1_23300040_23302999|p3,25.9,100,3.827e-05,39.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,20.7,155,3.827e-05,39.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,23.0,118,0.0001545,37.0
panx|Anolis_carolinensis|PANX3|H9G3D5,cur|Acanthocardia_echinata|OZ377328.1_19071829_19072938|p1,17.2,223,0.0004714,35.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,31.4,105,1.523e-09,54.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,31.3,105,2.008e-09,54.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Abra_alba|OZ409525.1_47319987_47324644|p7,30.6,106,4.608e-09,53.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,30.8,104,6.077e-09,52.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,30.5,104,1.057e-08,51.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,30.5,104,1.057e-08,51.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,30.5,104,1.057e-08,51.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthochitona_discrepans|CM108789.1_13668655_13669749|p2,30.9,100,1.839e-08,51.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Abra_segmentum|OZ251777.1_32509668_32513297|p8,29.8,106,1.839e-08,51.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,27.8,118,2.425e-08,50.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,29.8,104,3.198e-08,50.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,29.5,105,4.217e-08,49.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,30.4,100,4.217e-08,49.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Streblospio_benedicti|CM032666.1_530575_537250|p2,29.7,101,9.672e-08,48.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Brachionus_koreanus|PJRA01000263.1_5378433_5381126|p5,27.1,118,9.672e-08,48.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,25.6,130,9.672e-08,48.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Streblospio_benedicti|CM032660.1_13839080_13840183|p6,30.1,98,1.276e-07,48.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,28.5,107,1.276e-07,48.0
panx|Homo_sapiens|PANX2|Q96RD6,Caenorhabditis_elegans,29.8,99,1.682e-07,48.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthochitona_discrepans|CM108789.1_17930773_17931897|p3,28.6,105,2.218e-07,47.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Streblospio_benedicti|CM032663.1_21744357_21747197|p5,25.0,132,2.218e-07,47.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthocardia_echinata|OZ377328.1_18890103_18896398|p8,28.9,102,2.925e-07,47.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthocardia_echinata|OZ377328.1_21360257_21387081|p2,28.9,102,2.925e-07,47.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthocardia_echinata|OZ377328.1_21341102_21387057|p11,28.9,102,2.925e-07,47.0
panx|Homo_sapiens|PANX2|Q96RD6,Caenorhabditis_elegans,32.0,86,3.857e-07,46.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Abra_alba|OZ409525.1_26978116_27031527|p5,28.1,104,6.708e-07,46.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,28.1,104,6.708e-07,46.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Streblospio_benedicti|CM032661.1_36454555_36461623|p1,27.9,104,8.845e-07,45.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Abra_segmentum|OZ251777.1_37626866_37628412|p9,28.1,102,1.166e-06,45.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthocardia_echinata|OZ377328.1_21312057_21325945|p10,28.3,101,1.166e-06,45.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthocardia_echinata|OZ377328.1_23337154_23339399|p9,24.7,128,1.166e-06,45.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthocardia_echinata|OZ377325.1_14826690_14837377|p14,25.3,122,1.166e-06,45.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Abra_segmentum|OZ251777.1_37619854_37628968|p2,28.1,102,1.166e-06,45.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Streblospio_benedicti|CM032663.1_51675706_51690919|p8,28.3,100,1.538e-06,44.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,27.6,102,2.674e-06,44.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,27.6,102,2.674e-06,44.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Abra_alba|OZ409525.1_18330358_18348899|p2,27.1,105,2.674e-06,44.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Abra_alba|OZ409525.1_27026774_27031521|p3,27.6,102,2.674e-06,44.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Abra_segmentum|OZ251777.1_53450550_53469929|p1,27.1,105,2.674e-06,44.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Abra_segmentum|OZ251777.1_10571949_10575809|p3,25.3,119,2.674e-06,44.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,27.9,99,3.526e-06,43.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,27.9,99,3.526e-06,43.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthocardia_echinata|OZ377328.1_23300040_23302999|p3,26.8,104,6.131e-06,42.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthochitona_discrepans|CM108789.1_13572118_13573209|p1,26.5,104,1.066e-05,42.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,22.6,139,1.066e-05,42.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Streblospio_benedicti|CM032660.1_56259174_56277458|p3,27.2,98,1.406e-05,41.0
panx|Homo_sapiens|PANX2|Q96RD6,Caenorhabditis_elegans,30.1,83,1.406e-05,41.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,26.4,102,1.853e-05,41.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Abra_alba|OZ409525.1_26983439_26985168|p1,27.4,95,2.444e-05,40.0
panx|Homo_sapiens|PANX2|Q96RD6,cur|Streblospio_benedicti|CM032666.1_10353645_10358349|p7,28.7,88,2.444e-05,40.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Brachionus_calyciflorus|NTPY01000526.1_2301293_2302390|p4,24.9,126,5.444e-07,45.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,28.1,98,1.668e-06,43.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,27.8,100,1.668e-06,43.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,27.4,100,2.919e-06,42.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,27.4,100,2.919e-06,42.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,29.0,91,2.919e-06,42.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,29.0,91,2.919e-06,42.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,29.0,91,2.919e-06,42.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Brachionus_koreanus|PJRA01000555.1_1340882_1341979|p2,24.1,126,2.919e-06,42.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,28.8,91,3.861e-06,42.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,29.4,88,3.861e-06,42.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,27.6,97,5.108e-06,42.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Brachionus_calyciflorus|NTPY01000970.1_33584_34756|p3,24.2,122,5.108e-06,42.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,29.1,88,6.756e-06,41.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,26.2,104,8.936e-06,41.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Brachionus_manjavacas|JAHQIY010000020.1_863382_864479|p2,23.4,126,1.182e-05,40.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,26.4,100,1.563e-05,40.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,26.4,100,1.563e-05,40.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,25.8,104,1.563e-05,40.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,27.7,89,3.615e-05,39.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,26.7,94,4.781e-05,38.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,25.6,100,6.322e-05,38.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Abra_alba|OZ409525.1_18330358_18348899|p2,28.5,81,0.0001105,37.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Abra_segmentum|OZ251777.1_53450550_53469929|p1,28.5,81,0.0001105,37.0
panx|Homo_sapiens|PANX3|Q96QZ0,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,26.8,89,0.0001461,37.0
panx|Homo_sapiens|PANX3|Q96QZ0,Caenorhabditis_elegans,19.9,149,0.0007804,34.0
panx|Mus_musculus|Panx1|Q9JIP4,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,23.4,146,2.676e-07,46.0
panx|Mus_musculus|Panx1|Q9JIP4,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,25.4,121,6.186e-07,45.0
panx|Mus_musculus|Panx1|Q9JIP4,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,22.9,146,8.178e-07,44.0
panx|Mus_musculus|Panx1|Q9JIP4,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,25.2,121,1.081e-06,44.0
panx|Mus_musculus|Panx1|Q9JIP4,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,25.0,121,1.429e-06,44.0
panx|Mus_musculus|Panx1|Q9JIP4,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,25.0,121,1.429e-06,44.0
panx|Mus_musculus|Panx1|Q9JIP4,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,22.3,149,1.89e-06,43.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,31.4,105,1.523e-09,54.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,31.3,105,2.008e-09,54.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Abra_alba|OZ409525.1_47319987_47324644|p7,30.6,106,4.608e-09,53.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,30.8,104,6.077e-09,52.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,30.5,104,1.057e-08,51.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,30.5,104,1.057e-08,51.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,30.5,104,1.057e-08,51.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthochitona_discrepans|CM108789.1_13668655_13669749|p2,30.9,100,1.839e-08,51.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Abra_segmentum|OZ251777.1_32509668_32513297|p8,29.8,106,1.839e-08,51.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,27.8,118,2.425e-08,50.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,29.8,104,3.198e-08,50.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,29.5,105,4.217e-08,49.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,30.4,100,4.217e-08,49.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Streblospio_benedicti|CM032666.1_530575_537250|p2,29.7,101,9.672e-08,48.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Brachionus_koreanus|PJRA01000263.1_5378433_5381126|p5,27.1,118,9.672e-08,48.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,25.6,130,9.672e-08,48.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Streblospio_benedicti|CM032660.1_13839080_13840183|p6,30.1,98,1.276e-07,48.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,28.5,107,1.276e-07,48.0
panx|Mus_musculus|Panx2|Q6IMP4,Caenorhabditis_elegans,29.8,99,1.682e-07,48.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthochitona_discrepans|CM108789.1_17930773_17931897|p3,28.6,105,2.218e-07,47.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Streblospio_benedicti|CM032663.1_21744357_21747197|p5,25.0,132,2.218e-07,47.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthocardia_echinata|OZ377328.1_18890103_18896398|p8,28.9,102,2.925e-07,47.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthocardia_echinata|OZ377328.1_21360257_21387081|p2,28.9,102,2.925e-07,47.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthocardia_echinata|OZ377328.1_21341102_21387057|p11,28.9,102,2.925e-07,47.0
panx|Mus_musculus|Panx2|Q6IMP4,Caenorhabditis_elegans,32.0,86,3.857e-07,46.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Abra_alba|OZ409525.1_26978116_27031527|p5,28.1,104,6.708e-07,46.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,28.1,104,6.708e-07,46.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Streblospio_benedicti|CM032661.1_36454555_36461623|p1,27.9,104,8.845e-07,45.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Abra_segmentum|OZ251777.1_37626866_37628412|p9,28.1,102,1.166e-06,45.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthocardia_echinata|OZ377328.1_21312057_21325945|p10,28.3,101,1.166e-06,45.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthocardia_echinata|OZ377328.1_23337154_23339399|p9,24.7,128,1.166e-06,45.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthocardia_echinata|OZ377325.1_14826690_14837377|p14,25.3,122,1.166e-06,45.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Abra_segmentum|OZ251777.1_37619854_37628968|p2,28.1,102,1.166e-06,45.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Streblospio_benedicti|CM032663.1_51675706_51690919|p8,28.3,100,1.538e-06,44.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,27.6,102,2.674e-06,44.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,27.6,102,2.674e-06,44.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Abra_alba|OZ409525.1_18330358_18348899|p2,27.1,105,2.674e-06,44.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Abra_alba|OZ409525.1_27026774_27031521|p3,27.6,102,2.674e-06,44.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Abra_segmentum|OZ251777.1_53450550_53469929|p1,27.1,105,2.674e-06,44.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Abra_segmentum|OZ251777.1_10571949_10575809|p3,25.3,119,2.674e-06,44.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,27.9,99,3.526e-06,43.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,27.9,99,3.526e-06,43.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthocardia_echinata|OZ377328.1_23300040_23302999|p3,26.8,104,6.131e-06,42.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthochitona_discrepans|CM108789.1_13572118_13573209|p1,26.5,104,1.066e-05,42.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,22.6,139,1.066e-05,42.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Streblospio_benedicti|CM032660.1_56259174_56277458|p3,27.2,98,1.406e-05,41.0
panx|Mus_musculus|Panx2|Q6IMP4,Caenorhabditis_elegans,30.1,83,1.406e-05,41.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,26.4,102,1.853e-05,41.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Abra_alba|OZ409525.1_26983439_26985168|p1,27.4,95,2.444e-05,40.0
panx|Mus_musculus|Panx2|Q6IMP4,cur|Streblospio_benedicti|CM032666.1_10353645_10358349|p7,28.7,88,2.444e-05,40.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Brachionus_calyciflorus|NTPY01000526.1_2301293_2302390|p4,26.2,126,3.303e-08,49.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Brachionus_koreanus|PJRA01000555.1_1340882_1341979|p2,25.4,126,1.776e-07,46.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Brachionus_manjavacas|JAHQIY010000020.1_863382_864479|p2,24.7,126,7.203e-07,44.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,26.7,109,9.53e-07,44.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,29.6,91,1.261e-06,44.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,29.6,91,1.261e-06,44.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,29.6,91,1.261e-06,44.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,29.4,91,1.668e-06,43.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,29.8,88,2.207e-06,43.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Brachionus_calyciflorus|NTPY01000970.1_33584_34756|p3,24.6,122,2.207e-06,43.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,27.4,100,2.919e-06,42.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,29.4,88,3.861e-06,42.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,26.5,104,5.108e-06,42.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,26.2,104,8.936e-06,41.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,27.9,92,1.182e-05,40.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,26.1,100,2.734e-05,39.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,26.1,100,2.734e-05,39.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,27.0,94,2.734e-05,39.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,25.6,100,6.322e-05,38.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,26.1,92,0.0001932,36.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Acanthochitona_discrepans|CM108789.1_17930773_17931897|p3,22.3,118,0.0005903,35.0
panx|Mus_musculus|Panx3|Q8CEG0,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,24.5,97,0.0007804,34.0
panx|Rattus_norvegicus|Panx1|P60570,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,23.2,146,3.538e-07,46.0
