family,discovery_batch,species_dir,organism,candidate_id,seqid,strand,locus_start,locus_end,exon_count,protein_length,tm_helix_count,reference_identity,reference_coverage,best_reference_hit,rank_category,rank_score,validation_flags,results_dir
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_239,JBBULT010001945.1,+,117619,117717,1,93,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Discoglossus_pictus,Discoglossus pictus,candidate_inx_020,CM050173.1,+,19470394,19471524,1,141,4,0.0,0.0,,weak_manual_review,35.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Discoglossus_pictus
connexin,connexin_evolutionary_discovery,Discoglossus_pictus,Discoglossus pictus,candidate_inx_003,CM050165.1,-,255765947,255767581,1,101,7,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Discoglossus_pictus
connexin,connexin_evolutionary_discovery,Discoglossus_pictus,Discoglossus pictus,candidate_inx_004,CM050165.1,-,256736422,256738056,1,100,6,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Discoglossus_pictus
connexin,connexin_evolutionary_discovery,Discoglossus_pictus,Discoglossus pictus,candidate_inx_022,CM050166.1,+,401346028,401350397,1,90,1,0.0,0.0,,rejected_false_positive,-10.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Discoglossus_pictus
connexin,connexin_evolutionary_discovery,Dumetella_carolinensis,Dumetella carolinensis,candidate_inx_013,CM171755.1,+,22851792,22852955,1,221,3,0.0,0.0,,high_confidence_connexin_candidate,65.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Dumetella_carolinensis
connexin,connexin_evolutionary_discovery,Dumetella_carolinensis,Dumetella carolinensis,candidate_inx_010,CM171772.1,-,5332535,5333716,1,187,0,0.0,0.0,,weak_manual_review,25.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Dumetella_carolinensis
connexin,connexin_evolutionary_discovery,Dumetella_carolinensis,Dumetella carolinensis,candidate_inx_016,CM171748.1,+,2483187,2484428,1,102,2,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Dumetella_carolinensis
connexin,connexin_evolutionary_discovery,Dumetella_carolinensis,Dumetella carolinensis,candidate_inx_009,CM171772.1,-,2976644,2998309,1,137,0,0.0,0.0,,rejected_false_positive,5.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Dumetella_carolinensis
connexin,connexin_evolutionary_discovery,Dumetella_carolinensis,Dumetella carolinensis,candidate_inx_003,CM171750.1,-,5329344,5330456,1,103,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Dumetella_carolinensis
connexin,connexin_evolutionary_discovery,Dumetella_carolinensis,Dumetella carolinensis,candidate_inx_006,CM171775.1,-,4977755,4989611,3,93,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Dumetella_carolinensis
connexin,connexin_evolutionary_discovery,Dumetella_carolinensis,Dumetella carolinensis,candidate_inx_007,CM171761.1,+,17852305,17853144,1,73,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Dumetella_carolinensis
connexin,connexin_evolutionary_discovery,Echinorhinus_cookei,Echinorhinus cookei,candidate_inx_015,CM174629.1,+,181715987,181717096,1,140,2,0.0,0.0,,weak_manual_review,45.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Echinorhinus_cookei
connexin,connexin_evolutionary_discovery,Echinorhinus_cookei,Echinorhinus cookei,candidate_inx_006,CM174652.1,-,36794035,36795093,1,472,1,0.0,0.0,,possible_connexin_candidate,40.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Echinorhinus_cookei
connexin,connexin_evolutionary_discovery,Echinorhinus_cookei,Echinorhinus cookei,candidate_inx_022,CM174624.1,+,211916004,211929638,1,328,0,0.0,0.0,,weak_manual_review,25.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Echinorhinus_cookei
connexin,connexin_evolutionary_discovery,Echinorhinus_cookei,Echinorhinus cookei,candidate_inx_021,CM174651.1,-,52272920,52273663,1,74,2,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Echinorhinus_cookei
connexin,connexin_evolutionary_discovery,Echinorhinus_cookei,Echinorhinus cookei,candidate_inx_005,CM174630.1,-,142242971,142243750,1,98,1,0.0,0.0,,rejected_false_positive,-10.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Echinorhinus_cookei
connexin,connexin_evolutionary_discovery,Echinorhinus_cookei,Echinorhinus cookei,candidate_inx_001,CM174626.1,+,122673651,122674340,1,81,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Echinorhinus_cookei
connexin,connexin_evolutionary_discovery,Emberiza_tahapisi,Emberiza tahapisi,candidate_inx_004,CM176740.1,-,5422604,5423716,1,134,2,0.0,0.0,,weak_manual_review,45.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Emberiza_tahapisi
connexin,connexin_evolutionary_discovery,Emberiza_tahapisi,Emberiza tahapisi,candidate_inx_007,CM176763.1,+,3138118,3151529,3,283,0,0.0,0.0,,weak_manual_review,25.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Emberiza_tahapisi
connexin,connexin_evolutionary_discovery,Emberiza_tahapisi,Emberiza tahapisi,candidate_inx_010,CM176764.1,+,2857306,2858487,1,102,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Emberiza_tahapisi
connexin,connexin_evolutionary_discovery,Emberiza_tahapisi,Emberiza tahapisi,candidate_inx_012,CM176745.1,-,14633169,14634332,1,81,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Emberiza_tahapisi
connexin,connexin_evolutionary_discovery,Epinephelus_cyanopodus,Epinephelus cyanopodus,candidate_inx_004,CM178616.1,+,11485389,11488931,1,137,1,0.0,0.0,,weak_manual_review,20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Epinephelus_cyanopodus
connexin,connexin_evolutionary_discovery,Galeorhinus_galeus,Galeorhinus galeus,candidate_inx_010,CM146991.1,+,71094014,71094862,1,95,4,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Galeorhinus_galeus
connexin,connexin_evolutionary_discovery,Galeorhinus_galeus,Galeorhinus galeus,candidate_inx_021,CM146979.1,+,134065596,134066633,1,148,0,0.0,0.0,,rejected_false_positive,-5.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Galeorhinus_galeus
connexin,connexin_evolutionary_discovery,Galeorhinus_galeus,Galeorhinus galeus,candidate_inx_012,CM147007.1,+,9241620,9314503,1,93,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Galeorhinus_galeus
connexin,connexin_evolutionary_discovery,Galeorhinus_galeus,Galeorhinus galeus,candidate_inx_013,CM147007.1,+,29586420,29587592,1,92,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Galeorhinus_galeus
connexin,connexin_evolutionary_discovery,Galeorhinus_galeus,Galeorhinus galeus,candidate_inx_017,CM146982.1,-,34946567,34947451,1,72,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Galeorhinus_galeus
connexin,connexin_evolutionary_discovery,Hemibarbus_labeo,Hemibarbus labeo,candidate_inx_010,CM152873.1,+,13617270,13619216,1,96,2,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Hemibarbus_labeo
connexin,connexin_evolutionary_discovery,Hucho_bleekeri,Hucho bleekeri,candidate_inx_004,CM170443.1,-,15151571,15152425,1,235,7,54.4,0.719,GJA3__Q9Y6H8,high_confidence_connexin_candidate,80.0,plausible_length;tm_helices_ok;reference_similarity_ok;gene_like_exons,results/connexin_evolutionary_discovery/Hucho_bleekeri
connexin,connexin_evolutionary_discovery,Hucho_bleekeri,Hucho bleekeri,candidate_inx_034,CM170461.1,-,46731490,46732750,1,139,3,0.0,0.0,,weak_manual_review,45.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Hucho_bleekeri
connexin,connexin_evolutionary_discovery,Hucho_bleekeri,Hucho bleekeri,candidate_inx_017,CM170455.1,-,52503092,52504468,1,111,5,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Hucho_bleekeri
connexin,connexin_evolutionary_discovery,Hucho_bleekeri,Hucho bleekeri,candidate_inx_010,CM170469.1,+,8521912,8523506,1,87,2,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Hucho_bleekeri
connexin,connexin_evolutionary_discovery,Hucho_bleekeri,Hucho bleekeri,candidate_inx_006,CM170431.1,+,51922552,51929788,2,75,1,0.0,0.0,,rejected_false_positive,-10.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Hucho_bleekeri
connexin,connexin_evolutionary_discovery,Hucho_bleekeri,Hucho bleekeri,candidate_inx_018,CM170440.1,+,40800446,40801776,1,99,1,0.0,0.0,,rejected_false_positive,-10.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Hucho_bleekeri
connexin,connexin_evolutionary_discovery,Hucho_bleekeri,Hucho bleekeri,candidate_inx_023,CM170451.1,-,29734927,29736297,1,107,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Hucho_bleekeri
connexin,connexin_evolutionary_discovery,Hucho_bleekeri,Hucho bleekeri,candidate_inx_021,CM170427.1,+,77589898,77673071,1,72,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Hucho_bleekeri
connexin,connexin_evolutionary_discovery,Hucho_bleekeri,Hucho bleekeri,candidate_inx_002,CM170451.1,+,30265275,30265919,1,84,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Hucho_bleekeri
connexin,connexin_evolutionary_discovery,Mus_musculus_domesticus,Mus musculus domesticus,candidate_inx_006,CM166251.1,-,126305986,126306987,1,90,3,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Mus_musculus_domesticus
connexin,connexin_evolutionary_discovery,Mus_musculus_domesticus,Mus musculus domesticus,candidate_inx_007,CM166251.1,-,126319944,126320756,1,95,2,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Mus_musculus_domesticus
connexin,connexin_evolutionary_discovery,Mus_musculus_domesticus,Mus musculus domesticus,candidate_inx_010,CM166267.1,+,102599272,102600123,1,92,2,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Mus_musculus_domesticus
connexin,connexin_evolutionary_discovery,Mus_musculus_domesticus,Mus musculus domesticus,candidate_inx_001,CM166257.1,+,61867946,61869094,1,76,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Mus_musculus_domesticus
connexin,connexin_evolutionary_discovery,Mus_musculus_domesticus,Mus musculus domesticus,candidate_inx_009,CM166250.1,+,99607121,99608197,1,77,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Mus_musculus_domesticus
connexin,connexin_evolutionary_batch2_discovery,Acanthurus_chirurgus,Acanthurus chirurgus,candidate_inx_007,CM147756.1,-,9362894,9364523,1,154,1,0.0,0.0,,possible_connexin_candidate,40.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Acanthurus_chirurgus
connexin,connexin_evolutionary_batch2_discovery,Acanthurus_chirurgus,Acanthurus chirurgus,candidate_inx_005,CM147749.1,+,45077920,45079188,1,71,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Acanthurus_chirurgus
connexin,connexin_evolutionary_batch2_discovery,Acanthurus_chirurgus,Acanthurus chirurgus,candidate_inx_015,CM147753.1,-,1134437,1136978,1,87,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Acanthurus_chirurgus
connexin,connexin_evolutionary_batch2_discovery,Acanthurus_chirurgus,Acanthurus chirurgus,candidate_inx_002,CM147753.1,+,23260243,23260884,1,79,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_batch2_discovery/Acanthurus_chirurgus
connexin,connexin_evolutionary_batch2_discovery,Eleutherodactylus_marnockii,Eleutherodactylus marnockii,candidate_inx_009,CM144286.1,-,322346098,322355458,1,166,2,0.0,0.0,,high_confidence_connexin_candidate,65.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Eleutherodactylus_marnockii
connexin,connexin_evolutionary_batch2_discovery,Eleutherodactylus_marnockii,Eleutherodactylus marnockii,candidate_inx_018,CM144292.1,+,220338931,220389094,1,78,3,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Eleutherodactylus_marnockii
connexin,connexin_evolutionary_batch2_discovery,Eleutherodactylus_marnockii,Eleutherodactylus marnockii,candidate_inx_026,CM144295.1,+,83513476,83517352,2,79,3,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Eleutherodactylus_marnockii
connexin,connexin_evolutionary_batch2_discovery,Eleutherodactylus_marnockii,Eleutherodactylus marnockii,candidate_inx_010,CM144286.1,-,322450849,322451508,1,72,2,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_batch2_discovery/Eleutherodactylus_marnockii
connexin,connexin_evolutionary_batch2_discovery,Eleutherodactylus_marnockii,Eleutherodactylus marnockii,candidate_inx_016,CM144286.1,+,435940994,435942607,1,80,1,0.0,0.0,,rejected_false_positive,-10.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Eleutherodactylus_marnockii
connexin,connexin_evolutionary_batch2_discovery,Eleutherodactylus_marnockii,Eleutherodactylus marnockii,candidate_inx_020,CM144294.1,-,151911339,151940876,1,81,0,0.0,0.0,,rejected_false_positive,-15.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits;complete_orf,results/connexin_evolutionary_batch2_discovery/Eleutherodactylus_marnockii
connexin,connexin_evolutionary_batch2_discovery,Eleutherodactylus_marnockii,Eleutherodactylus marnockii,candidate_inx_014,CM144286.1,+,18691134,18692084,1,95,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Eleutherodactylus_marnockii
connexin,connexin_evolutionary_batch2_discovery,Eleutherodactylus_marnockii,Eleutherodactylus marnockii,candidate_inx_028,CM144297.1,-,19614392,19614610,1,71,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Eleutherodactylus_marnockii
connexin,connexin_evolutionary_batch2_discovery,Eleutherodactylus_marnockii,Eleutherodactylus marnockii,candidate_inx_029,CM144299.1,-,8520179,8520337,1,103,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Eleutherodactylus_marnockii
connexin,connexin_evolutionary_batch2_discovery,Eleutherodactylus_marnockii,Eleutherodactylus marnockii,candidate_inx_008,CM144286.1,-,322318458,322319459,1,79,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_batch2_discovery/Eleutherodactylus_marnockii
connexin,connexin_evolutionary_batch2_discovery,Epidalea_calamita,Epidalea calamita,candidate_inx_019,OZ405040.1,-,100790698,100791870,1,126,2,0.0,0.0,,weak_manual_review,45.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Epidalea_calamita
connexin,connexin_evolutionary_batch2_discovery,Epidalea_calamita,Epidalea calamita,candidate_inx_023,OZ405039.1,+,353036437,353048236,1,71,4,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Epidalea_calamita
connexin,connexin_evolutionary_batch2_discovery,Epidalea_calamita,Epidalea calamita,candidate_inx_014,OZ405037.1,+,487618371,487619453,1,98,1,0.0,0.0,,rejected_false_positive,-10.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Epidalea_calamita
connexin,connexin_evolutionary_batch2_discovery,Epidalea_calamita,Epidalea calamita,candidate_inx_012,OZ405037.1,+,244697560,244699137,1,72,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_batch2_discovery/Epidalea_calamita
connexin,connexin_evolutionary_batch2_discovery,Equus_grevyi,Equus grevyi,candidate_inx_004,CM174800.1,-,99134147,99135337,1,96,2,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Equus_grevyi
connexin,connexin_evolutionary_batch2_discovery,Equus_grevyi,Equus grevyi,candidate_inx_018,CM174795.1,-,39191313,39192098,1,88,3,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Equus_grevyi
connexin,connexin_evolutionary_batch2_discovery,Equus_grevyi,Equus grevyi,candidate_inx_008,CM174796.1,-,62306322,62307107,1,98,1,0.0,0.0,,rejected_false_positive,-10.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Equus_grevyi
connexin,connexin_evolutionary_batch2_discovery,Equus_grevyi,Equus grevyi,candidate_inx_009,CM174794.1,+,26724301,26728904,2,79,1,0.0,0.0,,rejected_false_positive,-10.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Equus_grevyi
connexin,connexin_evolutionary_batch2_discovery,Equus_grevyi,Equus grevyi,candidate_inx_010,CM174794.1,+,26751334,26761122,2,117,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Equus_grevyi
connexin,connexin_evolutionary_batch2_discovery,Euprepiophis_mandarinus,Euprepiophis mandarinus,candidate_inx_004,CM169734.1,-,29905459,29906697,1,85,2,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Euprepiophis_mandarinus
connexin,connexin_evolutionary_batch2_discovery,Euprepiophis_mandarinus,Euprepiophis mandarinus,candidate_inx_006,CM169737.1,+,10180517,10181320,1,80,5,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Euprepiophis_mandarinus
connexin,connexin_evolutionary_batch2_discovery,Euprepiophis_mandarinus,Euprepiophis mandarinus,candidate_inx_010,CM169738.1,-,600715,601554,1,123,0,0.0,0.0,,rejected_false_positive,5.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Euprepiophis_mandarinus
connexin,connexin_evolutionary_batch2_discovery,Euprepiophis_mandarinus,Euprepiophis mandarinus,candidate_inx_003,CM169727.1,+,252232838,252233986,1,87,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Euprepiophis_mandarinus
connexin,connexin_evolutionary_batch2_discovery,Fejervarya_limnocharis,Fejervarya limnocharis,candidate_inx_003,CM133572.1,-,1757172,1758284,1,437,5,0.0,0.0,,high_confidence_connexin_candidate,65.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Fejervarya_limnocharis
connexin,connexin_evolutionary_batch2_discovery,Fejervarya_limnocharis,Fejervarya limnocharis,candidate_inx_020,CM133572.1,+,79503236,79503970,1,291,17,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_batch2_discovery/Fejervarya_limnocharis
connexin,connexin_evolutionary_batch2_discovery,Fejervarya_limnocharis,Fejervarya limnocharis,candidate_inx_017,CM133573.1,-,260289470,260300160,1,149,4,0.0,0.0,,weak_manual_review,45.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Fejervarya_limnocharis
connexin,connexin_evolutionary_batch2_discovery,Fejervarya_limnocharis,Fejervarya limnocharis,candidate_inx_022,CM133575.1,-,297340282,297349234,1,216,0,0.0,0.0,,weak_manual_review,25.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Fejervarya_limnocharis
connexin,connexin_evolutionary_batch2_discovery,Fejervarya_limnocharis,Fejervarya limnocharis,candidate_inx_019,CM133572.1,+,1955422,1957218,1,77,2,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Fejervarya_limnocharis
connexin,connexin_evolutionary_batch2_discovery,Fejervarya_limnocharis,Fejervarya limnocharis,candidate_inx_021,CM133575.1,+,344545837,344547069,1,109,4,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Fejervarya_limnocharis
connexin,connexin_evolutionary_batch2_discovery,Fejervarya_limnocharis,Fejervarya limnocharis,candidate_inx_018,CM133576.1,-,178906037,178907179,1,81,2,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_batch2_discovery/Fejervarya_limnocharis
connexin,connexin_evolutionary_batch2_discovery,Fejervarya_limnocharis,Fejervarya limnocharis,candidate_inx_014,CM133582.1,+,33690111,33691283,1,100,1,0.0,0.0,,rejected_false_positive,-10.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Fejervarya_limnocharis
connexin,connexin_evolutionary_batch2_discovery,Fejervarya_limnocharis,Fejervarya limnocharis,candidate_inx_002,CM133573.1,+,205927593,205928732,1,76,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Fejervarya_limnocharis
connexin,connexin_evolutionary_batch2_discovery,Gastrophryne_carolinensis,Gastrophryne carolinensis,candidate_inx_002,CM051234.1,-,256662452,256693338,1,407,9,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_batch2_discovery/Gastrophryne_carolinensis
connexin,connexin_evolutionary_batch2_discovery,Gastrophryne_carolinensis,Gastrophryne carolinensis,candidate_inx_029,CM051239.1,+,328367001,328367096,1,267,2,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_batch2_discovery/Gastrophryne_carolinensis
connexin,connexin_evolutionary_batch2_discovery,Gastrophryne_carolinensis,Gastrophryne carolinensis,candidate_inx_023,CM051237.1,+,348488319,348519581,1,147,3,0.0,0.0,,weak_manual_review,45.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Gastrophryne_carolinensis
connexin,connexin_evolutionary_batch2_discovery,Gastrophryne_carolinensis,Gastrophryne carolinensis,candidate_inx_035,CM051244.1,+,126919492,127011747,1,150,1,0.0,0.0,,possible_connexin_candidate,40.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_batch2_discovery/Gastrophryne_carolinensis
